date,channel,geo,ad_format,impressions,clicks,revenue,ecpm,fill_rate
2026-02-21,AdMob,ID,Banner,258370,5350,33.22,0.1803,0.7133
2026-02-21,AdMob,ID,Interstitial,41760,744,15.73,0.5559,0.6775
2026-02-21,AdMob,ID,Rewarded,63706,1265,40.19,0.9707,0.65
2026-02-21,AdMob,ID,Native,121537,2755,32.74,0.4579,0.5883
2026-02-21,AdMob,DE,Banner,117898,2341,159.39,1.5332,0.8817
2026-02-21,AdMob,DE,Interstitial,24319,522,108.85,5.2169,0.858
2026-02-21,AdMob,DE,Rewarded,33969,671,252.47,8.849,0.8399
2026-02-21,AdMob,DE,Native,65657,1250,168.17,3.5232,0.727
2026-02-21,AdMob,JP,Banner,148109,2517,240.1,1.8465,0.8779
2026-02-21,AdMob,JP,Interstitial,25908,554,144.23,6.4226,0.8668
2026-02-21,AdMob,JP,Rewarded,45249,879,319.07,9.1758,0.7685
2026-02-21,AdMob,JP,Native,76098,1798,229.26,4.2313,0.712
2026-02-21,Unity,US,Banner,222068,5193,501.8,2.4279,0.9307
2026-02-21,Unity,US,Interstitial,35371,682,261.78,8.5052,0.8702
2026-02-21,Unity,US,Rewarded,66453,1098,654.92,12.4456,0.7919
2026-02-21,Unity,US,Native,86821,1530,405.29,5.8419,0.7991
2026-02-21,Unity,IN,Banner,336148,6993,63.68,0.249,0.7609
2026-02-21,Unity,IN,Interstitial,67971,1424,39.37,0.7947,0.7289
2026-02-21,Unity,IN,Rewarded,110448,2177,90.69,1.1824,0.6944
2026-02-21,Unity,IN,Native,140531,2385,51.83,0.566,0.6516
2026-02-21,Unity,BR,Banner,119527,2013,32.62,0.3242,0.8417
2026-02-21,Unity,BR,Interstitial,20703,365,22.25,1.2779,0.8411
2026-02-21,Unity,BR,Rewarded,36652,714,48.2,1.7201,0.7645
2026-02-21,Unity,BR,Native,56191,922,34.14,0.8737,0.6955
2026-02-21,Unity,ID,Banner,173928,3433,23.29,0.186,0.7199
2026-02-21,Unity,ID,Interstitial,32174,643,12.9,0.5924,0.6767
2026-02-21,Unity,ID,Rewarded,48713,926,30.12,0.9345,0.6617
2026-02-21,Unity,ID,Native,78412,1538,19.72,0.4094,0.6142
2026-02-21,Unity,DE,Banner,89908,1948,144.29,1.7148,0.9359
2026-02-21,Unity,DE,Interstitial,18374,317,92.86,5.6493,0.8946
2026-02-21,Unity,DE,Rewarded,20907,404,148.78,8.3806,0.8492
2026-02-21,Unity,DE,Native,36772,681,110.39,3.8666,0.7764
2026-02-21,Unity,JP,Banner,107108,1963,193.16,1.971,0.9149
2026-02-21,Unity,JP,Interstitial,19078,320,92.25,5.8458,0.8272
2026-02-21,Unity,JP,Rewarded,32559,762,234.41,8.7576,0.8221
2026-02-21,Unity,JP,Native,43134,869,151.87,4.6103,0.7637
2026-02-21,AppLovin,US,Banner,138985,2916,321.53,2.5594,0.9039
2026-02-21,AppLovin,US,Interstitial,25239,407,187.73,8.7059,0.8544
2026-02-21,AppLovin,US,Rewarded,43806,726,466.27,12.95,0.8219
2026-02-21,AppLovin,US,Native,80356,1614,367.53,6.0826,0.7519
2026-02-21,AppLovin,IN,Banner,229810,5163,39.66,0.2189,0.7883
2026-02-21,AppLovin,IN,Interstitial,49436,926,28.56,0.7525,0.7678
2026-02-21,AppLovin,IN,Rewarded,78242,1625,60.18,1.0972,0.701
2026-02-21,AppLovin,IN,Native,106293,1716,42.13,0.5904,0.6714
2026-02-21,AppLovin,BR,Banner,89054,2134,26.38,0.3594,0.8242
2026-02-21,AppLovin,BR,Interstitial,19305,357,18.0,1.1502,0.8108
2026-02-21,AppLovin,BR,Rewarded,28013,628,41.3,1.9549,0.7542
2026-02-21,AppLovin,BR,Native,43104,865,26.74,0.8226,0.7542
2026-02-21,AppLovin,ID,Banner,113875,2117,14.9,0.1862,0.7028
2026-02-21,AppLovin,ID,Interstitial,25981,472,11.4,0.6214,0.7063
2026-02-21,AppLovin,ID,Rewarded,34953,604,21.9,0.9849,0.6363
2026-02-21,AppLovin,ID,Native,57687,1333,14.0,0.4106,0.5912
2026-02-21,AppLovin,DE,Banner,65964,1508,102.03,1.6726,0.9247
2026-02-21,AppLovin,DE,Interstitial,12193,202,50.33,4.9986,0.8257
2026-02-21,AppLovin,DE,Rewarded,14713,263,93.49,7.9299,0.8013
2026-02-21,AppLovin,DE,Native,24994,559,72.37,3.873,0.7477
2026-02-21,AppLovin,JP,Banner,61267,1331,108.41,1.9233,0.92
2026-02-21,AppLovin,JP,Interstitial,15382,368,81.41,6.5203,0.8117
2026-02-21,AppLovin,JP,Rewarded,23331,475,171.42,9.4078,0.781
2026-02-21,AppLovin,JP,Native,37596,626,123.43,4.3011,0.7633
2026-02-21,ironSource,US,Banner,110019,1912,248.6,2.5163,0.898
2026-02-21,ironSource,US,Interstitial,20508,338,148.19,8.2729,0.8734
2026-02-21,ironSource,US,Rewarded,39120,680,444.94,13.4264,0.8471
2026-02-21,ironSource,US,Native,59290,1303,290.9,5.9854,0.8197
2026-02-21,ironSource,IN,Banner,188182,3033,36.4,0.2568,0.7531
2026-02-21,ironSource,IN,Interstitial,38900,854,20.39,0.7357,0.7125
2026-02-21,ironSource,IN,Rewarded,51400,952,46.27,1.2309,0.7313
2026-02-21,ironSource,IN,Native,84193,1388,27.74,0.5159,0.6385
2026-02-21,ironSource,BR,Banner,60464,1309,17.92,0.3551,0.8348
2026-02-21,ironSource,BR,Interstitial,15332,257,15.75,1.2683,0.81
2026-02-21,ironSource,BR,Rewarded,22002,500,28.24,1.7506,0.7333
2026-02-21,ironSource,BR,Native,32825,762,19.5,0.7927,0.7493
2026-02-21,ironSource,ID,Banner,87555,1914,11.11,0.1748,0.7257
2026-02-21,ironSource,ID,Interstitial,15988,289,6.99,0.6112,0.715
2026-02-21,ironSource,ID,Rewarded,30985,682,19.24,0.981,0.633
2026-02-21,ironSource,ID,Native,42395,762,11.75,0.44,0.6302
2026-02-21,ironSource,DE,Banner,48978,849,76.18,1.753,0.8873
2026-02-21,ironSource,DE,Interstitial,8073,182,40.38,5.5829,0.8959
2026-02-21,ironSource,DE,Rewarded,13534,234,89.09,8.3104,0.7921
2026-02-21,ironSource,DE,Native,22876,540,67.03,3.8219,0.7667
2026-02-21,ironSource,JP,Banner,59292,1421,92.34,1.8381,0.8473
2026-02-21,ironSource,JP,Interstitial,12441,249,66.54,6.4526,0.8288
2026-02-21,ironSource,JP,Rewarded,17364,403,118.4,8.4494,0.807
2026-02-21,ironSource,JP,Native,25849,470,76.26,3.8525,0.7658
2026-02-22,AdMob,US,Banner,298183,6715,713.98,2.6498,0.9036
2026-02-22,AdMob,US,Interstitial,58362,1339,477.83,9.1273,0.897
2026-02-22,AdMob,US,Rewarded,73834,1442,709.16,12.0959,0.7941
2026-02-22,AdMob,US,Native,160567,2989,768.21,5.9114,0.8093
2026-02-22,AdMob,IN,Banner,437860,9772,87.8,0.259,0.7742
2026-02-22,AdMob,IN,Interstitial,84731,1870,55.15,0.8718,0.7465
2026-02-22,AdMob,IN,Rewarded,121005,2785,105.87,1.1982,0.7302
2026-02-22,AdMob,IN,Native,198730,3453,70.49,0.538,0.6592
2026-02-22,AdMob,BR,Banner,184402,3928,52.06,0.3373,0.837
2026-02-22,AdMob,BR,Interstitial,34314,581,36.44,1.2573,0.8447
2026-02-22,AdMob,BR,Rewarded,55003,894,71.04,1.7029,0.7585
2026-02-22,AdMob,BR,Native,76829,1782,44.24,0.8097,0.7111
2026-02-22,AdMob,ID,Banner,246685,4423,35.34,0.197,0.7271
2026-02-22,AdMob,ID,Interstitial,43621,932,16.96,0.5784,0.6721
2026-02-22,AdMob,ID,Rewarded,69637,1126,38.29,0.8794,0.6253
2026-02-22,AdMob,ID,Native,105299,1779,25.65,0.387,0.6295
2026-02-22,AdMob,DE,Banner,122735,2761,170.5,1.6123,0.8616
2026-02-22,AdMob,DE,Interstitial,23549,385,109.03,5.2093,0.8887
2026-02-22,AdMob,DE,Rewarded,31413,575,225.12,8.6659,0.827
2026-02-22,AdMob,DE,Native,49944,877,154.7,4.1257,0.7507
2026-02-22,AdMob,JP,Banner,144442,3195,236.27,1.9477,0.8398
2026-02-22,AdMob,JP,Interstitial,29375,696,148.69,5.9105,0.8564
2026-02-22,AdMob,JP,Rewarded,39621,845,273.12,8.3586,0.8247
2026-02-22,AdMob,JP,Native,70537,1564,230.37,4.2615,0.7664
2026-02-22,Unity,US,Banner,226601,4785,513.01,2.5127,0.901
2026-02-22,Unity,US,Interstitial,39232,675,294.59,8.6608,0.867
2026-02-22,Unity,US,Rewarded,59821,1193,675.27,13.2368,0.8528
2026-02-22,Unity,US,Native,90519,1747,425.84,5.8485,0.8044
2026-02-22,Unity,IN,Banner,340984,7627,62.27,0.2403,0.7598
2026-02-22,Unity,IN,Interstitial,56367,932,32.6,0.804,0.7194
2026-02-22,Unity,IN,Rewarded,96685,2123,83.13,1.1999,0.7165
2026-02-22,Unity,IN,Native,172002,3545,63.53,0.5499,0.6717
2026-02-22,Unity,BR,Banner,117908,2068,38.43,0.367,0.888
2026-02-22,Unity,BR,Interstitial,27089,495,23.45,1.0928,0.792
2026-02-22,Unity,BR,Rewarded,37598,850,49.79,1.6672,0.7942
2026-02-22,Unity,BR,Native,63129,1429,39.64,0.833,0.7538
2026-02-22,Unity,ID,Banner,160966,3332,21.85,0.1873,0.7248
2026-02-22,Unity,ID,Interstitial,30567,576,11.92,0.5955,0.6551
2026-02-22,Unity,ID,Rewarded,51137,1045,34.03,0.9816,0.678
2026-02-22,Unity,ID,Native,83074,1376,20.4,0.3936,0.624
2026-02-22,Unity,DE,Banner,75300,1234,113.39,1.7056,0.8829
2026-02-22,Unity,DE,Interstitial,17702,293,76.59,5.2914,0.8176
2026-02-22,Unity,DE,Rewarded,22351,415,143.58,7.7187,0.8322
2026-02-22,Unity,DE,Native,43929,944,120.86,3.5989,0.7645
2026-02-22,Unity,JP,Banner,105213,1875,177.25,1.8364,0.9174
2026-02-22,Unity,JP,Interstitial,20087,330,103.91,6.4608,0.8007
2026-02-22,Unity,JP,Rewarded,27772,486,198.35,9.2394,0.773
2026-02-22,Unity,JP,Native,49690,914,155.64,4.2954,0.7292
2026-02-22,AppLovin,US,Banner,148647,3309,386.45,2.7773,0.9361
2026-02-22,AppLovin,US,Interstitial,27601,619,194.81,8.1128,0.87
2026-02-22,AppLovin,US,Rewarded,42559,705,503.93,13.6341,0.8685
2026-02-22,AppLovin,US,Native,62072,1058,265.47,5.533,0.773
2026-02-22,AppLovin,IN,Banner,255575,4466,42.48,0.2171,0.7656
2026-02-22,AppLovin,IN,Interstitial,51955,1235,33.15,0.8271,0.7715
2026-02-22,AppLovin,IN,Rewarded,68939,1225,53.3,1.1362,0.6805
2026-02-22,AppLovin,IN,Native,122196,2549,39.35,0.5085,0.6333
2026-02-22,AppLovin,BR,Banner,89925,2018,28.06,0.3719,0.8391
2026-02-22,AppLovin,BR,Interstitial,17424,411,16.01,1.1053,0.8315
2026-02-22,AppLovin,BR,Rewarded,22459,385,30.22,1.7609,0.764
2026-02-22,AppLovin,BR,Native,47882,1023,28.59,0.8037,0.7429
2026-02-22,AppLovin,ID,Banner,118382,1938,14.0,0.1689,0.6999
2026-02-22,AppLovin,ID,Interstitial,21210,401,8.72,0.5815,0.7068
2026-02-22,AppLovin,ID,Rewarded,37135,884,22.0,0.8891,0.6665
2026-02-22,AppLovin,ID,Native,53012,1194,14.79,0.4504,0.6195
2026-02-22,AppLovin,DE,Banner,60114,995,85.52,1.6249,0.8755
2026-02-22,AppLovin,DE,Interstitial,11622,216,61.44,6.0394,0.8754
2026-02-22,AppLovin,DE,Rewarded,18943,305,130.48,8.6938,0.7923
2026-02-22,AppLovin,DE,Native,25456,467,83.35,4.1405,0.7907
2026-02-22,AppLovin,JP,Banner,67243,1495,117.69,1.9054,0.9185
2026-02-22,AppLovin,JP,Interstitial,14830,264,70.74,5.6912,0.8382
2026-02-22,AppLovin,JP,Rewarded,23554,448,169.57,8.7965,0.8184
2026-02-22,AppLovin,JP,Native,39432,825,119.03,4.06,0.7435
2026-02-22,ironSource,US,Banner,100174,2009,257.96,2.7786,0.9268
2026-02-22,ironSource,US,Interstitial,25341,593,202.48,9.1218,0.8759
2026-02-22,ironSource,US,Rewarded,29995,564,294.99,11.7637,0.836
2026-02-22,ironSource,US,Native,56882,1284,253.13,5.7454,0.7745
2026-02-22,ironSource,IN,Banner,189159,3440,40.05,0.2639,0.8024
2026-02-22,ironSource,IN,Interstitial,34198,554,20.28,0.7737,0.7664
2026-02-22,ironSource,IN,Rewarded,50731,903,46.84,1.2972,0.7118
2026-02-22,ironSource,IN,Native,84248,1520,34.87,0.6006,0.6891
2026-02-22,ironSource,BR,Banner,67354,1516,22.59,0.3841,0.873
2026-02-22,ironSource,BR,Interstitial,13876,239,14.3,1.2988,0.7934
2026-02-22,ironSource,BR,Rewarded,21996,366,31.61,1.8142,0.7921
2026-02-22,ironSource,BR,Native,38057,621,22.48,0.8053,0.7337
2026-02-22,ironSource,ID,Banner,95024,1684,12.68,0.1878,0.7106
2026-02-22,ironSource,ID,Interstitial,18607,335,8.0,0.64,0.6719
2026-02-22,ironSource,ID,Rewarded,25769,413,16.15,0.9808,0.6389
2026-02-22,ironSource,ID,Native,49887,1191,12.84,0.4367,0.5893
2026-02-22,ironSource,DE,Banner,47491,1101,69.7,1.6503,0.8894
2026-02-22,ironSource,DE,Interstitial,8493,187,36.78,5.2643,0.8227
2026-02-22,ironSource,DE,Rewarded,14195,301,94.2,8.43,0.7872
2026-02-22,ironSource,DE,Native,24831,466,73.2,3.7406,0.7881
2026-02-22,ironSource,JP,Banner,61952,1471,89.44,1.6321,0.8845
2026-02-22,ironSource,JP,Interstitial,13160,217,62.76,5.7381,0.8311
2026-02-22,ironSource,JP,Rewarded,19182,324,137.01,9.1234,0.7829
2026-02-22,ironSource,JP,Native,32603,612,100.81,4.2254,0.7318
2026-02-23,AdMob,US,Banner,232802,5320,581.24,2.6019,0.9596
2026-02-23,AdMob,US,Interstitial,49405,890,387.99,9.055,0.8673
2026-02-23,AdMob,US,Rewarded,85876,2053,855.68,12.2499,0.8134
2026-02-23,AdMob,US,Native,111272,2235,568.45,6.26,0.8161
2026-02-23,AdMob,IN,Banner,340302,6577,59.7,0.234,0.7497
2026-02-23,AdMob,IN,Interstitial,86960,1778,50.57,0.7902,0.736
2026-02-23,AdMob,IN,Rewarded,122940,2775,108.82,1.2855,0.6885
2026-02-23,AdMob,IN,Native,203956,3852,71.21,0.5377,0.6494
2026-02-23,AdMob,BR,Banner,155521,3203,46.92,0.3406,0.8857
2026-02-23,AdMob,BR,Interstitial,33780,546,29.29,1.0911,0.7948
2026-02-23,AdMob,BR,Rewarded,41925,817,59.04,1.9303,0.7296
2026-02-23,AdMob,BR,Native,66395,1393,40.97,0.826,0.747
2026-02-23,AdMob,ID,Banner,214205,4642,28.12,0.1746,0.752
2026-02-23,AdMob,ID,Interstitial,39061,805,16.46,0.5912,0.7126
2026-02-23,AdMob,ID,Rewarded,63714,1388,35.53,0.8851,0.6301
2026-02-23,AdMob,ID,Native,103234,1823,26.87,0.4201,0.6196
2026-02-23,AdMob,DE,Banner,108818,2020,182.97,1.7979,0.9352
2026-02-23,AdMob,DE,Interstitial,19436,396,97.96,5.8392,0.8631
2026-02-23,AdMob,DE,Rewarded,33839,552,228.1,8.3094,0.8112
2026-02-23,AdMob,DE,Native,43541,838,120.38,3.4707,0.7966
2026-02-23,AdMob,JP,Banner,123821,2584,211.97,1.9243,0.8896
2026-02-23,AdMob,JP,Interstitial,23474,385,121.41,6.4007,0.8081
2026-02-23,AdMob,JP,Rewarded,34030,727,226.26,8.5819,0.7748
2026-02-23,AdMob,JP,Native,57209,982,178.47,4.3484,0.7174
2026-02-23,Unity,US,Banner,175463,4167,462.42,2.7652,0.9531
2026-02-23,Unity,US,Interstitial,36580,767,284.83,8.7989,0.8849
2026-02-23,Unity,US,Rewarded,46942,917,494.21,12.8615,0.8186
2026-02-23,Unity,US,Native,88119,1454,374.2,5.5078,0.771
2026-02-23,Unity,IN,Banner,320292,7408,54.05,0.2217,0.7612
2026-02-23,Unity,IN,Interstitial,55709,942,30.26,0.7417,0.7324
2026-02-23,Unity,IN,Rewarded,76445,1716,58.27,1.0925,0.6977
2026-02-23,Unity,IN,Native,143610,2692,52.82,0.5719,0.6431
2026-02-23,Unity,BR,Banner,115875,2302,33.7,0.3303,0.8804
2026-02-23,Unity,BR,Interstitial,23124,509,21.24,1.1563,0.7945
2026-02-23,Unity,BR,Rewarded,34193,570,46.64,1.7027,0.8012
2026-02-23,Unity,BR,Native,45703,1082,28.9,0.856,0.7386
2026-02-23,Unity,ID,Banner,136007,2491,16.12,0.1629,0.7274
2026-02-23,Unity,ID,Interstitial,27436,545,10.74,0.5986,0.6542
2026-02-23,Unity,ID,Rewarded,41071,717,25.33,0.9383,0.6574
2026-02-23,Unity,ID,Native,63828,1356,15.09,0.3991,0.5924
2026-02-23,Unity,DE,Banner,80383,1549,124.31,1.7002,0.9096
2026-02-23,Unity,DE,Interstitial,13212,263,70.39,5.9522,0.8951
2026-02-23,Unity,DE,Rewarded,19678,435,133.51,8.6957,0.7802
2026-02-23,Unity,DE,Native,38348,915,109.45,3.5612,0.8015
2026-02-23,Unity,JP,Banner,98963,2044,152.66,1.7986,0.8577
2026-02-23,Unity,JP,Interstitial,17079,363,80.01,5.6471,0.8296
2026-02-23,Unity,JP,Rewarded,22870,503,149.99,8.7002,0.7538
2026-02-23,Unity,JP,Native,45596,737,136.79,3.8326,0.7828
2026-02-23,AppLovin,US,Banner,128373,2089,326.96,2.6909,0.9465
2026-02-23,AppLovin,US,Interstitial,28048,556,227.19,9.2114,0.8794
2026-02-23,AppLovin,US,Rewarded,32379,718,342.92,12.908,0.8205
2026-02-23,AppLovin,US,Native,60697,1035,281.12,6.1685,0.7508
2026-02-23,AppLovin,IN,Banner,178382,3987,30.48,0.2182,0.7832
2026-02-23,AppLovin,IN,Interstitial,41324,773,25.31,0.812,0.7544
2026-02-23,AppLovin,IN,Rewarded,57515,994,47.64,1.1554,0.7169
2026-02-23,AppLovin,IN,Native,85390,1782,33.74,0.5708,0.6923
2026-02-23,AppLovin,BR,Banner,81365,1769,25.75,0.3724,0.8498
2026-02-23,AppLovin,BR,Interstitial,16458,292,14.82,1.1339,0.7943
2026-02-23,AppLovin,BR,Rewarded,22177,421,32.38,1.9386,0.7532
2026-02-23,AppLovin,BR,Native,41554,951,25.39,0.8426,0.7251
2026-02-23,AppLovin,ID,Banner,99715,1737,12.84,0.1865,0.6902
2026-02-23,AppLovin,ID,Interstitial,19426,461,8.34,0.5994,0.7159
2026-02-23,AppLovin,ID,Rewarded,33160,713,19.49,0.8668,0.6781
2026-02-23,AppLovin,ID,Native,48394,830,12.32,0.4369,0.5824
2026-02-23,AppLovin,DE,Banner,54945,1099,82.83,1.698,0.8878
2026-02-23,AppLovin,DE,Interstitial,11215,190,53.58,5.6447,0.8463
2026-02-23,AppLovin,DE,Rewarded,14071,278,102.38,9.0393,0.8049
2026-02-23,AppLovin,DE,Native,24989,538,80.08,4.1458,0.773
2026-02-23,AppLovin,JP,Banner,60426,1425,90.44,1.6305,0.9179
2026-02-23,AppLovin,JP,Interstitial,14184,304,79.9,6.5324,0.8624
2026-02-23,AppLovin,JP,Rewarded,20687,395,144.92,9.181,0.763
2026-02-23,AppLovin,JP,Native,35668,597,112.72,4.075,0.7755
2026-02-23,ironSource,US,Banner,95025,1610,206.59,2.474,0.8787
2026-02-23,ironSource,US,Interstitial,18158,333,137.72,9.0743,0.8358
2026-02-23,ironSource,US,Rewarded,25591,541,284.11,13.2489,0.838
2026-02-23,ironSource,US,Native,48115,1082,215.46,5.6028,0.7992
2026-02-23,ironSource,IN,Banner,142652,2474,25.96,0.2394,0.7604
2026-02-23,ironSource,IN,Interstitial,34249,632,19.88,0.8061,0.72
2026-02-23,ironSource,IN,Rewarded,54719,1076,51.18,1.2837,0.7287
2026-02-23,ironSource,IN,Native,82971,1593,28.78,0.5462,0.635
2026-02-23,ironSource,BR,Banner,61691,1061,18.7,0.3447,0.8796
2026-02-23,ironSource,BR,Interstitial,11521,187,10.23,1.11,0.7998
2026-02-23,ironSource,BR,Rewarded,16771,341,22.59,1.7643,0.7633
2026-02-23,ironSource,BR,Native,27974,518,17.07,0.8439,0.7232
2026-02-23,ironSource,ID,Banner,87924,2073,11.31,0.1816,0.7079
2026-02-23,ironSource,ID,Interstitial,17656,335,8.1,0.6579,0.6971
2026-02-23,ironSource,ID,Rewarded,22422,471,14.15,0.9294,0.6792
2026-02-23,ironSource,ID,Native,44579,1036,10.96,0.4056,0.6063
2026-02-23,ironSource,DE,Banner,43082,843,72.06,1.8089,0.9247
2026-02-23,ironSource,DE,Interstitial,8074,145,41.22,5.9406,0.8594
2026-02-23,ironSource,DE,Rewarded,11768,258,75.71,8.2769,0.7773
2026-02-23,ironSource,DE,Native,17656,348,52.57,3.7768,0.7883
2026-02-23,ironSource,JP,Banner,55130,974,88.43,1.7431,0.9203
2026-02-23,ironSource,JP,Interstitial,8614,153,47.6,6.4469,0.8571
2026-02-23,ironSource,JP,Rewarded,17181,344,128.05,9.0041,0.8277
2026-02-23,ironSource,JP,Native,24789,502,75.81,4.1573,0.7356
2026-02-24,AdMob,US,Banner,246441,4363,512.02,2.3137,0.898
2026-02-24,AdMob,US,Interstitial,55511,1313,431.63,8.6681,0.897
2026-02-24,AdMob,US,Rewarded,78240,1368,888.66,13.9807,0.8124
2026-02-24,AdMob,US,Native,121374,2485,583.64,5.9153,0.8129
2026-02-24,AdMob,IN,Banner,375061,6487,73.66,0.2516,0.7805
2026-02-24,AdMob,IN,Interstitial,81843,1693,54.31,0.8658,0.7664
2026-02-24,AdMob,IN,Rewarded,115574,2544,89.05,1.1009,0.6999
2026-02-24,AdMob,IN,Native,191616,4325,70.29,0.5304,0.6916
2026-02-24,AdMob,BR,Banner,156222,2628,42.76,0.3338,0.8198
2026-02-24,AdMob,BR,Interstitial,31046,743,28.72,1.1077,0.8352
2026-02-24,AdMob,BR,Rewarded,43195,1014,60.18,1.7833,0.7812
2026-02-24,AdMob,BR,Native,83867,1848,44.86,0.7657,0.6986
2026-02-24,AdMob,ID,Banner,211333,4701,25.38,0.1668,0.7201
2026-02-24,AdMob,ID,Interstitial,36625,815,15.43,0.6446,0.6534
2026-02-24,AdMob,ID,Rewarded,62084,1381,35.64,0.8667,0.6623
2026-02-24,AdMob,ID,Native,113016,2353,28.81,0.4089,0.6234
2026-02-24,AdMob,DE,Banner,100756,1839,153.29,1.7788,0.8553
2026-02-24,AdMob,DE,Interstitial,20229,428,92.64,5.1461,0.8899
2026-02-24,AdMob,DE,Rewarded,29800,609,210.63,8.7693,0.806
2026-02-24,AdMob,DE,Native,42541,915,117.52,3.7466,0.7374
2026-02-24,AdMob,JP,Banner,124213,2195,188.34,1.7286,0.8772
2026-02-24,AdMob,JP,Interstitial,28188,566,133.48,5.4648,0.8665
2026-02-24,AdMob,JP,Rewarded,38838,708,278.32,8.6447,0.829
2026-02-24,AdMob,JP,Native,64166,1301,229.92,4.6145,0.7765
2026-02-24,Unity,US,Banner,200744,3863,475.64,2.6527,0.8932
2026-02-24,Unity,US,Interstitial,33262,687,245.63,8.2348,0.8968
2026-02-24,Unity,US,Rewarded,45224,1084,503.04,13.7125,0.8112
2026-02-24,Unity,US,Native,99422,1766,519.02,6.4742,0.8063
2026-02-24,Unity,IN,Banner,282741,5905,48.81,0.2268,0.7613
2026-02-24,Unity,IN,Interstitial,48286,919,32.62,0.8751,0.772
2026-02-24,Unity,IN,Rewarded,84388,1815,73.31,1.1919,0.7288
2026-02-24,Unity,IN,Native,130680,3093,47.66,0.554,0.6583
2026-02-24,Unity,BR,Banner,94772,2196,27.63,0.3304,0.8824
2026-02-24,Unity,BR,Interstitial,23341,478,23.03,1.2026,0.8204
2026-02-24,Unity,BR,Rewarded,27431,510,36.62,1.8345,0.7278
2026-02-24,Unity,BR,Native,59308,1067,36.1,0.8071,0.7543
2026-02-24,Unity,ID,Banner,132211,2645,18.03,0.1846,0.7388
2026-02-24,Unity,ID,Interstitial,31209,548,12.12,0.5448,0.7129
2026-02-24,Unity,ID,Rewarded,46841,1001,27.67,0.8822,0.6696
2026-02-24,Unity,ID,Native,63194,1134,17.15,0.4551,0.5964
2026-02-24,Unity,DE,Banner,76597,1534,101.87,1.5199,0.875
2026-02-24,Unity,DE,Interstitial,15388,333,67.58,5.1122,0.8591
2026-02-24,Unity,DE,Rewarded,23271,493,173.87,8.9687,0.8331
2026-02-24,Unity,DE,Native,34303,821,95.15,3.5513,0.781
2026-02-24,Unity,JP,Banner,93714,1960,134.04,1.626,0.8797
2026-02-24,Unity,JP,Interstitial,18495,328,97.41,6.2637,0.8409
2026-02-24,Unity,JP,Rewarded,29732,552,214.47,9.354,0.7712
2026-02-24,Unity,JP,Native,49287,803,165.26,4.5255,0.7409
2026-02-24,AppLovin,US,Banner,108068,2234,245.7,2.4398,0.9319
2026-02-24,AppLovin,US,Interstitial,26003,437,191.88,8.8694,0.832
2026-02-24,AppLovin,US,Rewarded,35919,758,338.03,11.8699,0.7928
2026-02-24,AppLovin,US,Native,68412,1459,345.0,6.2506,0.8068
2026-02-24,AppLovin,IN,Banner,214120,3739,40.14,0.229,0.8185
2026-02-24,AppLovin,IN,Interstitial,36573,874,21.75,0.7662,0.7762
2026-02-24,AppLovin,IN,Rewarded,65308,1552,56.55,1.231,0.7034
2026-02-24,AppLovin,IN,Native,105868,1976,42.02,0.6098,0.6508
2026-02-24,AppLovin,BR,Banner,82981,1664,24.67,0.3348,0.8879
2026-02-24,AppLovin,BR,Interstitial,16918,336,16.2,1.1608,0.8249
2026-02-24,AppLovin,BR,Rewarded,23355,502,33.69,1.8016,0.8007
2026-02-24,AppLovin,BR,Native,34702,658,22.32,0.9088,0.7076
2026-02-24,AppLovin,ID,Banner,88063,1591,12.06,0.1944,0.7046
2026-02-24,AppLovin,ID,Interstitial,22521,498,9.46,0.6367,0.6594
2026-02-24,AppLovin,ID,Rewarded,33717,687,18.59,0.8241,0.6691
2026-02-24,AppLovin,ID,Native,52537,854,13.75,0.4194,0.6241
2026-02-24,AppLovin,DE,Banner,53940,928,72.3,1.496,0.896
2026-02-24,AppLovin,DE,Interstitial,10970,213,49.44,5.295,0.8511
2026-02-24,AppLovin,DE,Rewarded,16226,269,111.14,8.2189,0.8334
2026-02-24,AppLovin,DE,Native,22686,376,70.52,3.8897,0.7992
2026-02-24,AppLovin,JP,Banner,53932,1035,80.68,1.6764,0.8924
2026-02-24,AppLovin,JP,Interstitial,13720,252,61.02,5.4863,0.8106
2026-02-24,AppLovin,JP,Rewarded,19462,458,138.46,9.3333,0.7622
2026-02-24,AppLovin,JP,Native,29759,529,97.71,4.3791,0.7498
2026-02-24,ironSource,US,Banner,110386,2285,272.59,2.7123,0.9104
2026-02-24,ironSource,US,Interstitial,18546,421,140.28,8.8227,0.8573
2026-02-24,ironSource,US,Rewarded,27456,481,255.67,11.5127,0.8088
2026-02-24,ironSource,US,Native,50124,898,225.18,5.5974,0.8026
2026-02-24,ironSource,IN,Banner,169934,4078,33.88,0.2438,0.8179
2026-02-24,ironSource,IN,Interstitial,35547,782,21.92,0.8416,0.7326
2026-02-24,ironSource,IN,Rewarded,54576,968,41.75,1.0856,0.7047
2026-02-24,ironSource,IN,Native,81389,1660,30.24,0.5562,0.668
2026-02-24,ironSource,BR,Banner,68281,1267,21.84,0.3638,0.8794
2026-02-24,ironSource,BR,Interstitial,11777,224,11.09,1.1929,0.7896
2026-02-24,ironSource,BR,Rewarded,18531,348,26.28,1.8289,0.7754
